X,Long,Lat,AreaSKM,Perimeter KM,HII,Elevation_m,County,siteid,sitenames,inMod,WDFWDetection,WDFWReproDetection,WDFWsurvey,eBirdDetect,Percent Canopy Cover,River Indicator,Perimeter Complexity,NLCDCode,Forest Type,Developed Type,Other Type,Open water Type
1,-122.24544,47.61957,89,200.1066027,0,7,King,1,LAKE WASHINGTON-King,1,0,0,0,1,0,0,21.21125746,11,0,0,0,1
2,-120.50385,46.93871,0.25,4.743694866,32,439,Kittitas,2,YAKIMA RIVER-Kittitas,1,0,0,0,0,0,1,9.487389732,11,0,0,0,1
3,-122.08868,47.60235,19.637,47.36996783,46,-11,King,3,LAKE SAMMAMISH-King,1,0,0,0,1,0,0,10.68970006,11,0,0,0,1
4,-122.24544,47.61957,89,200.1066027,0,7,King,4,LAKE UNION-King,1,0,0,0,0,0,0,21.21125746,11,0,0,0,1
5,-121.56437,45.69238,78.48903252,330.687422,46,195,Skamania,5,DRANO LAKE-Skamania,1,0,0,0,0,0,0,37.32614927,21,0,1,0,0
6,-122.26296,47.3897,0.04343346,3.016977385,42,9,King,6,ANGLE LAKE-King,1,0,0,0,0,0,0,14.47637554,11,0,0,0,1
7,-122.75928,45.79763,0.06319238,9.957754499,18,4,Clark,7,COLUMBIA RIVER-Clark,1,0,0,0,1,0,1,39.61220872,95,0,0,0,1
8,-120.58239,47.00451,0.058,2.148468443,46,465,Kittitas,8,MATTOON LAKE-Kittitas,1,0,0,0,0,34,0,8.921029639,95,0,0,0,1
9,-119.91143,46.83007,0.17036121,5.156363358,19,155,Grant,9,NUNNALLY LAKE-Kittitas,1,0,0,0,1,0,0,12.49275306,11,0,0,0,1
10,-118.24095,48.62723,0.046,2.297415614,9,1086,Ferry,10,FRANKLIN D. ROOSEVELT LAKE-Ferry,1,0,0,0,0,0,0,10.71175553,11,0,0,0,1
11,-121.73479,46.96622,0.04982727,1.307763758,5,1349,Pierce,11,HIDDEN LAKE-Pierce,1,0,0,0,0,0,0,5.858625683,11,0,0,0,1
12,-122.27125,47.36624,0.07,2.882847742,42,43,King,12,LAKE FENWICK-King,1,0,0,0,0,0,0,10.89614027,11,0,0,0,1
13,-117.28996,48.81496,5.18583754,21.18751892,13,786,Pend Oreille,13,SULLIVAN LAKE-Pend Oreille,1,0,0,0,1,0,0,9.30402031,11,0,0,0,1
14,-117.41828,48.73499,0.128,3.713148332,37,634,Pend Oreille,14,PEND OREILLE RIVER-Pend Oreille,1,0,0,0,1,0,1,10.3785651,11,0,0,0,1
15,-121.17882,46.63936,10.30613074,54.27335012,11,967,Yakima,15,GREEN LAKE-Yakima,1,0,0,0,0,0,0,16.90591987,11,0,0,0,1
16,-121.72999,46.76952,0.067,1.815778936,13,1510,Lewis,16,LOUISE LAKE-Pierce,1,0,0,0,0,0,0,7.01496603,11,0,0,0,1
17,-121.28075,46.62909,0.93960057,11.27434742,15,911,Yakima,17,CLEAR LAKE-Yakima,1,0,0,0,1,0,0,11.63107289,11,0,0,0,1
18,-121.29526,48.65262,0.05902243,1.695060838,14,147,Whatcom,18,SKAGIT RIVER-Whatcom,1,0,0,0,0,0,1,6.977128912,11,0,0,0,1
19,-122.75843,45.84142,0.84599728,30.86671552,34,8,Clark,19,CANVASBACK LAKE-Clark,1,0,0,0,0,30,0,33.55876238,52,0,0,1,0
20,-122.44806,47.11013,1.006,11.22461406,42,104,Pierce,20,SPANAWAY LAKE-Pierce,1,0,0,0,0,0,0,11.191091,11,0,0,0,1
21,-119.42593,46.35477,0.144,3.103400708,12,155,Benton,21,YAKIMA RIVER-Benton,1,0,0,0,1,0,1,8.178178942,11,0,0,0,1
22,-119.14207,46.22497,16.94660138,104.1554561,52,103,Walla Walla,22,COLUMBIA RIVER-Benton,1,0,0,0,1,0,1,25.3011766,11,0,0,0,1
23,-119.03652,46.03815,106.6063896,261.1544135,9,432,Walla Walla,23,LAKE WALLULA-Walla Walla,1,0,0,0,1,0,0,25.29331496,52,0,0,1,0
24,-119.19191,47.80584,108.773664,325.13289,7,659,Grant,24,BANKS LAKE-Grant,1,0,0,0,1,0,0,31.17446618,11,0,0,0,1
25,-120.67849,46.81839,0.366,5.089268247,11,585,Yakima,25,WENAS LAKE-Yakima,1,0,0,0,1,0,0,8.412300923,11,0,0,0,1
26,-119.40936,47.58469,1.368,16.85636315,9,337,Grant,26,DEEP LAKE-Grant,1,0,0,0,0,0,0,14.41188641,52,0,0,1,0
27,-122.17087,47.99086,0.129,2.132562015,50,2,Snohomish,27,SNOHOMISH RIVER-Snohomish,1,0,0,0,1,0,1,5.937543634,11,0,0,0,1
28,-122.90803,47.03345,1.08528772,15.06690818,50,31,Thurston,28,CAPITOL LAKE-Thurston,1,0,0,0,0,0,0,14.46277724,11,0,0,0,1
29,-118.52763,46.64538,0.555,6.61719791,17,267,Franklin,29,LAKE KAHLOTUS-Franklin,1,0,0,0,0,0,0,8.882344892,95,0,0,0,1
30,-122.74583,45.80376,0.08277852,2.846499917,44,4,Clark,30,LEWIS RIVER-Clark,1,0,0,0,0,0,1,9.893554418,71,0,0,1,0
31,-121.56437,45.69238,78.48903252,330.687422,46,195,Skamania,31,COLUMBIA RIVER-Klickitat,1,0,0,0,1,0,1,37.32614927,21,0,1,0,0
32,-121.62079,46.13284,0.114,2.822950113,0,1059,Skamania,32,TROUT LAKE-Klickitat,1,0,0,0,0,74,0,8.360856656,90,0,0,0,1
33,-121.59648,46.27815,0.132,2.076366754,4,1363,Skamania,33,OLALLIE LAKE-Skamania,1,0,0,0,0,0,0,5.715011398,11,0,0,0,1
34,-121.46565,46.36852,0.386,4.137764574,6,1348,Yakima,34,TWO LAKES-Yakima,1,0,0,0,0,0,0,6.659967728,11,0,0,0,1
35,-122.76893,45.81174,0.07370556,3.452106874,28,6,Clark,35,LANCASTER LAKE-Clark,1,0,0,0,0,33,0,12.71551948,95,0,0,0,1
36,-118.40021,46.58868,17.29397139,106.2367228,17,207,Whitman,36,GRAND RHONDE RIVER-Asotin,1,0,0,0,0,0,1,25.54625817,71,0,0,1,0
37,-122.47841,47.06189,0.079,3.378241383,26,119,Pierce,37,CHAMBERS LAKE-Pierce,1,0,0,0,0,30,0,12.01924345,95,0,0,0,1
38,-122.85156,47.52269,0.408,4.32525126,18,167,Kitsap,38,PANTHER LAKE-Kitsap,1,0,0,0,0,0,0,6.77144351,11,0,0,0,1
39,-118.90383,46.12657,0.13251752,2.339292339,47,134,Walla Walla,39,WALLA WALLA/COLUMBIA RIVER-Walla Walla,1,0,0,0,1,0,1,6.426105461,52,0,0,1,0
40,-122.97802,46.99236,2.322,14.23376597,42,45,Thurston,40,BLACK LAKE-Thurston,1,0,0,1,1,0,0,9.340899793,11,0,0,0,1
41,-121.17882,46.63936,10.30613074,54.27335012,11,967,Yakima,41,RIMROCK LAKE-Yakima,1,0,0,0,1,0,0,16.90591987,11,0,0,0,1
42,-122.27192,46.9146,0.05,1.706559215,14,245,Pierce,42,HORSESHOE LAKE-Pierce,1,0,0,0,0,54,0,7.631964826,11,0,0,0,1
43,-118.40021,46.58868,17.29397139,106.2367228,17,207,Whitman,43,SNAKE RIVER-Franklin,1,0,0,0,0,0,1,25.54625817,71,0,0,1,0
44,-121.36819,47.34865,9.74697661,35.28857294,19,755,Kittitas,44,KEECHELUS LAKE-Kittitas,1,0,0,0,1,0,0,11.30314071,11,0,0,0,1
45,-120.70457,47.83454,2.007,11.52102314,6,588,Chelan,45,FISH LAKE-Chelan,1,0,0,0,1,0,0,8.132374366,11,0,0,0,1
46,-117.85634,47.03128,0.093,2.890425431,6,522,Whitman,46,TEXAS LAKE-Whitman,1,0,0,0,0,0,0,9.478078371,95,0,0,0,1
47,-120.7772,47.82267,9.74601138,32.24302192,6,577,Chelan,47,LAKE WENATCHEE-Chelan,1,0,0,0,1,0,0,10.32814393,11,0,0,0,1
48,-121.72999,46.76952,0.067,1.815778936,13,1510,Lewis,48,FAN LAKE-Pierce,1,0,0,0,0,0,0,7.01496603,11,0,0,0,1
49,-122.74441,45.89622,0.337,7.194443844,46,11,Cowlitz,49,COLUMBIA RIVER-Cowlitz,1,0,0,0,1,45,1,12.39316628,81,0,1,0,0
50,-119.55255,48.81031,1.268,15.75477422,14,456,Okanogan,50,SPECTACLE LAKE-Okanogan,1,0,0,0,0,0,0,13.99112243,81,0,1,0,0
51,-119.66298,48.74902,0.16144833,3.670422157,17,461,Okanogan,51,CONNERS LAKE-Okanogan,1,0,0,0,0,0,0,9.134804126,11,0,0,0,1
52,-119.25919,48.82754,0.107,3.122390944,10,984,Okanogan,52,MUSKRAT LAKE-Okanogan,1,0,0,0,1,0,0,9.545427641,11,0,0,0,1
53,-119.34364,47.0126,57.837727,955.8134914,8,316,Grant,53,POTHOLES RESERVOIR-Grant,1,0,0,0,1,0,0,125.6803981,11,0,0,0,1
54,-122.93376,47.88158,0.241,4.636701717,12,342,Jefferson,54,LORDS LAKE EAST DAM-Jefferson,1,0,0,0,0,0,0,9.444971177,11,0,0,0,1
55,-120.40838,46.48299,0.052,2.019358429,46,271,Yakima,55,YAKIMA RIVER-Yakima,1,0,0,0,0,0,1,8.855472519,11,0,0,0,1
56,-123.81816,48.06794,20.32306839,56.63407558,15,570,Clallam,56,LAKE CRESCENT-Clallam,1,0,0,0,0,81,0,12.56270543,43,1,0,0,0
57,-122.76677,46.86744,0.444,7.408395555,26,144,Thurston,57,MCENNIERY LAKE-Thurston,1,0,0,0,0,0,0,11.1181538,11,0,0,0,1
58,-119.41254,48.81746,0.056,2.636543928,14,273,Okanogan,58,OKANOGAN RIVER-Okanogan,1,0,0,0,1,50,1,11.14143159,95,0,0,0,1
59,-117.20115,48.12809,3.048,16.98273087,32,712,Pend Oreille,59,DIAMOND LAKE-Pend Oreille,1,0,0,0,0,0,0,9.727473269,11,0,0,0,1
60,-122.8046,47.00477,0.096,1.895564082,46,61,Thurston,60,SOUTHWICK LAKE-Thurston,1,0,0,0,0,0,0,6.117906769,11,0,0,0,1
61,-122.4568,47.19573,0.107,2.947019719,60,106,Pierce,61,LITTLE WAPATO LAKE-Pierce,1,0,0,0,0,0,0,9.009302162,11,0,0,0,1
62,-122.24731,47.0358,0.052,1.568364101,43,239,Pierce,62,PUYALLUP RIVER-Pierce,1,0,0,0,0,29,1,6.877731562,95,0,0,0,1
63,-122.14755,47.10285,0.051,2.384024317,35,97,Pierce,63,CARBON RIVER-Pierce,1,0,0,0,0,0,1,10.55663711,11,0,0,0,1
64,-121.57471,48.402,0.053783,1.521206168,14,198,Skagit,64,SKAGIT RIVER-Skagit,1,0,0,0,0,0,1,6.559421907,11,0,0,0,1
65,-117.57616,47.43403,0.043,1.704281919,20,700,Spokane,65,PHILLEO LAKE-Spokane,1,0,0,0,0,0,0,8.218777225,71,0,0,1,0
66,-122.26727,46.77918,11.1933513,74.71614003,14,397,Pierce,66,ALDER LAKE-Pierce,1,0,0,0,0,80,0,22.33234664,43,1,0,0,0
67,-121.32732,46.85068,5.4783788,28.00897459,11,1155,Yakima,67,BUMPING LAKE-Yakima,1,0,0,0,0,0,0,11.96661119,11,0,0,0,1
68,-122.08868,47.60235,19.637,47.36996783,46,-11,King,68,PHANTOM LAKE-King,1,0,0,0,0,0,0,10.68970006,11,0,0,0,1
69,-119.91143,46.83007,0.17036121,5.156363358,19,155,Grant,69,COLUMBIA RIVER-Kittitas,1,0,0,0,1,0,1,12.49275306,11,0,0,0,1
70,-118.259,46.68655,0.05,1.490510535,13,361,Franklin,70,SNAKE/PALOUSE RIVER-Franklin,1,0,0,0,1,0,1,6.665765756,11,0,0,0,1
71,-121.51863,47.41521,0.069,1.745009443,5,1217,King,71,SNOW LAKE-King,1,0,0,0,0,0,0,6.643137414,11,0,0,0,1
72,-121.73479,46.96622,0.04982727,1.307763758,5,1349,Pierce,72,LAKE JAMES-Pierce,1,0,0,0,0,0,0,5.858625683,11,0,0,0,1
73,-121.41314,46.9038,0.237,3.179093378,11,1120,Yakima,73,CEDAR LAKE-Yakima,1,0,0,0,0,61,0,6.530239528,90,0,0,0,1
74,-123.02912,47.40137,0.091,2.554909416,22,129,Mason,74,MAGGIE LAKE-Mason,1,0,0,0,0,0,0,8.469442244,11,0,0,0,1
75,-122.8046,47.00477,0.096,1.895564082,46,61,Thurston,75,PATTISON LAKE-Thurston,1,0,0,1,1,0,0,6.117906769,11,0,0,0,1
76,-119.2067,48.98742,0.081,2.203740153,5,1139,Okanogan,76,MOLSON LAKE-Okanogan,1,0,0,0,1,0,0,7.743153617,11,0,0,0,1
77,-119.16016,48.88062,0.185,4.776619663,6,1294,Okanogan,77,LOST LAKE-Okanogan,1,1,0,1,1,0,0,11.10541514,52,0,0,1,0
78,-119.71352,48.96024,0.079,4.216016872,18,356,Okanogan,78,SIMILKAMEEN RIVER-Okanogan,1,0,0,0,1,23,1,14.99991488,95,0,0,0,1
79,-119.94675,47.03897,0.133,3.961405446,11,378,Grant,79,CALICHE LAKES-Grant,1,0,0,0,0,0,0,10.86234204,11,0,0,0,1
80,-122.9739,46.71581,0.081,2.009377335,58,53,Lewis,80,CHEHALIS RIVER-Lewis,1,0,0,0,0,0,1,7.060232286,11,0,0,0,1
81,-123.46101,46.97059,0.05,1.400743684,26,91,Grays Harbor,81,HUTTULA LAKE-Grays Harbor,1,0,0,0,0,22,0,6.264316195,71,0,0,1,0
82,-123.07364,48.56814,0.269,3.548420129,22,65,San Juan,82,CASCADE LAKE-San Juan,1,0,0,0,0,0,0,6.841619141,11,0,0,0,1
83,-121.79577,46.02183,0.051,1.313779902,0,1442,Skamania,83,DEER LAKE-Skamania,1,0,0,0,0,0,0,5.817515187,11,0,0,0,1
84,-121.56437,45.69238,78.48903252,330.687422,46,195,Skamania,84,COLUMBIA RIVER-Skamania,1,0,0,0,1,0,1,37.32614927,21,0,1,0,0
85,-123.59211,46.9989,0.11539635,5.556419994,34,120,Grays Harbor,85,CHEHALIS RIVER-Grays Harbor,1,0,0,0,1,67,1,16.35682583,42,1,0,0,0
86,-122.53089,47.14747,0.597,4.850371922,60,83,Pierce,86,GRAVELLY LAKE-Pierce,1,0,0,0,0,0,0,6.277516683,11,0,0,0,1
87,-123.86907,47.4753,14.3460397,29.88008213,9,37,Grays Harbor,87,LAKE QUINAULT-Grays Harbor,1,0,0,0,1,0,0,7.88888768,11,0,0,0,1
88,-121.47206,46.64065,0.074,2.909405753,10,1094,Lewis,88,LILY LAKE-Lewis,1,0,0,0,0,0,0,10.69518826,11,0,0,0,1
89,-119.66829,48.09121,0.483,10.26071703,14,238,Okanogan,89,COLUMBIA RIVER-Okanogan,1,0,0,0,1,17,1,14.7640037,95,0,0,0,1
90,-117.6799,47.18187,8.862,44.86611634,14,528,Whitman,90,ROCK LAKE-Whitman,1,0,0,0,0,0,0,15.07136561,11,0,0,0,1
91,-122.83787,47.56446,0.365,6.445264404,18,189,Kitsap,91,WILDCAT LAKE-Kitsap,1,0,0,0,0,0,0,10.66827755,11,0,0,0,1
92,-121.73479,46.96622,0.04982727,1.307763758,5,1349,Pierce,92,SUNRISE LAKE-Pierce,1,0,0,0,0,0,0,5.858625683,11,0,0,0,1
93,-122.14036,46.2728,10.259,34.24185127,0,1049,Skamania,93,SPIRIT LAKE-Skamania,1,0,0,0,0,0,0,10.69066502,31,0,0,1,0
94,-122.76893,45.81174,0.07370556,3.452106874,28,6,Clark,94,MUD LAKE-Clark,1,0,0,0,0,33,0,12.71551948,95,0,0,0,1
95,-123.25496,47.47038,16.24818133,61.18547914,13,234,Mason,95,LAKE CUSHMAN-Mason,1,0,0,0,0,84,0,15.17909876,42,1,0,0,0
96,-117.33904,47.66659,0.053,1.943447004,60,592,Spokane,96,SPOKANE RIVER-Spokane,1,0,0,0,0,0,1,8.44179434,22,0,1,0,0
97,-119.94675,47.03897,0.133,3.961405446,11,378,Grant,97,HILLTON LAKE-Grant,1,0,0,0,0,0,0,10.86234204,11,0,0,0,1
98,-119.94786,46.75529,0.19553041,4.840836772,22,154,Grant,98,COLUMBIA RIVER-Grant,1,0,0,0,1,0,1,10.94745789,11,0,0,0,1
99,-117.33335,48.2735,1.93810157,15.41584442,15,618,Pend Oreille,99,CALISPELL LAKE-Pend Oreille,1,0,0,0,0,0,0,11.07335064,11,0,0,0,1
100,-119.72066,48.56504,1.182,18.85040107,10,985,Okanogan,100,CONCONULLY LAKE-Okanogan,1,0,0,0,0,3,0,17.33851332,52,0,0,1,0
101,-119.62633,48.89903,8.263,23.66497805,14,350,Okanogan,101,PALMER LAKE AREA-Okanogan,1,0,0,0,0,0,0,8.232604075,11,0,0,0,1
102,-123.59211,46.9989,0.11539635,5.556419994,34,120,Grays Harbor,102,SYLVIA LAKE-Grays Harbor,1,0,0,0,0,67,0,16.35682583,42,1,0,0,0
103,-124.23334,47.79186,0.052,1.380373565,8,129,Jefferson,103,HOH RIVER-Jefferson,1,0,0,0,0,25,1,6.053338526,52,0,0,1,0
104,-123.69452,46.33169,0.044,6.402836041,17,3,Wahkiakum,104,COLUMBIA RIVER-Wahkiakum,1,0,0,0,1,8,1,30.52432315,22,0,1,0,0
105,-117.5357,47.75944,1.168,22.72202349,35,513,Spokane,105,COLUMBIA RIVER-Spokane,1,0,0,0,0,0,1,21.02449549,52,0,0,1,0
106,-121.10535,48.70817,3.196,37.52700534,9,380,Whatcom,106,DIABLO LAKE-Whatcom,1,0,0,1,1,65,0,20.99135743,42,1,0,0,0
107,-120.15086,48.48615,0.74214159,8.782612221,24,590,Okanogan,107,PEARRYGIN LAKE-Okanogan,1,0,0,0,1,0,0,10.19483785,11,0,0,0,1
108,-120.12072,48.43817,0.1610695,3.544858331,16,679,Okanogan,108,METHOW RIVER-Okanogan,1,0,0,0,0,0,1,8.83267454,11,0,0,0,1
109,-122.57877,48.83195,0.18002691,3.501331049,54,11,Whatcom,109,TENNANT LAKE-Whatcom,1,0,0,0,1,40,0,8.252099605,95,0,0,0,1
110,-122.12428,47.4197,2.77270792,15.59623146,38,150,King,110,LAKE MERIDIAN-King,1,0,0,0,0,0,0,9.366290218,11,0,0,0,1
111,-120.35517,48.03762,132.2408156,291.8375059,9,332,Chelan,111,LAKE CHELAN-Chelan,1,0,0,0,1,0,0,25.37805566,11,0,0,0,1
112,-117.5357,47.75944,1.168,22.72202349,35,513,Spokane,112,NINE MILE RESERVOIR-Spokane,1,0,0,0,0,0,0,21.02449549,52,0,0,1,0
113,-119.28859,46.90969,0.10676982,4.060091259,11,256,Adams,113,BLACK LAKE-Adams,1,0,0,0,0,0,0,12.42543323,11,0,0,0,1
114,-119.22686,46.93294,0.209,5.240415518,14,286,Grant,114,LOWER CRAB CREEK-Grant,1,0,0,0,1,0,1,11.46284925,11,0,0,0,1
115,-118.97083,46.20087,1.09448811,15.03418639,30,109,Walla Walla,115,SNAKE/PALOUSE RIVER-Walla Walla,1,0,0,0,0,0,1,14.37058362,11,0,0,0,1
116,-122.14755,47.10285,0.051,2.384024317,35,97,Pierce,116,RHODE LAKE-Pierce,1,0,0,0,0,0,0,10.55663711,11,0,0,0,1
117,-121.73479,46.96622,0.04982727,1.307763758,5,1349,Pierce,117,OWHIGH LAKES-Pierce,1,0,0,0,0,0,0,5.858625683,11,0,0,0,1
118,-121.56437,45.69238,78.48903252,330.687422,46,195,Skamania,118,CHAMBERLAIN LAKE-Klickitat,1,0,0,0,0,0,0,37.32614927,21,0,1,0,0
119,-121.39923,46.1594,0.07,1.443809536,5,1499,Yakima,119,BENCH LAKE-Yakima,1,0,0,0,0,0,0,5.457087102,11,0,0,0,1
120,-121.72999,46.76952,0.067,1.815778936,13,1510,Lewis,120,TATOOSH LAKES-Pierce,1,0,0,0,0,0,0,7.01496603,11,0,0,0,1
121,-121.73479,46.96622,0.04982727,1.307763758,5,1349,Pierce,121,CRESCENT LAKE-Pierce,1,0,0,0,0,0,0,5.858625683,11,0,0,0,1
122,-122.14755,47.10285,0.051,2.384024317,35,97,Pierce,122,ORTING LAKE-Pierce,1,0,0,0,0,0,0,10.55663711,11,0,0,0,1
123,-121.59648,46.27815,0.132,2.076366754,4,1363,Skamania,123,CHAIN OF LAKES-Skamania,1,0,0,0,0,0,0,5.715011398,11,0,0,0,1
124,-121.95107,46.51413,0.095,2.736994101,27,271,Lewis,124,COWLITZ RIVER-Lewis,1,0,0,0,0,33,1,8.879981455,95,0,0,0,1
125,-118.32985,48.2156,288.6330638,995.9978903,9,877,Grant,125,FRANKLIN D. ROOSEVELT LAKE-Stevens,1,0,0,0,0,70,0,58.62534059,42,1,0,0,0
126,-122.68946,48.86558,1.63147621,10.64919239,50,67,Whatcom,126,LAKE TERRELL-Whatcom,1,0,0,1,1,0,0,8.337316735,11,0,0,0,1
127,-122.14755,47.10285,0.051,2.384024317,35,97,Pierce,127,SUNSET LAKE-Pierce,1,0,0,0,0,0,0,10.55663711,11,0,0,0,1
128,-123.70857,48.07791,1.48173162,11.84521928,15,150,Clallam,128,ELWHA RIVER-Clallam,1,0,0,0,0,0,1,9.731019225,11,0,0,0,1
129,-119.5173,47.48737,5.69,36.46225191,10,324,Grant,129,ALKALI LAKE-Grant,1,0,0,0,0,0,0,15.28577118,11,0,0,0,1
130,-118.32985,48.2156,288.6330638,995.9978903,9,877,Grant,130,SANPOIL RIVER-Lincoln,1,0,0,0,0,70,1,58.62534059,42,1,0,0,0
131,-120.19347,47.67196,29.01939712,174.5300238,35,342,Chelan,131,ENTIAT RIVER-Douglas,1,0,0,0,0,0,1,32.39857844,52,0,0,1,0
132,-121.72999,46.76952,0.067,1.815778936,13,1510,Lewis,132,LAKE GEORGE-Pierce,1,0,0,0,0,0,0,7.01496603,11,0,0,0,1
133,-118.68377,48.65291,0.095,2.821126802,35,745,Ferry,133,SANPOIL LAKE-Ferry,1,0,0,0,0,32,0,9.152943981,90,0,0,0,1
134,-118.66595,48.73373,3.482,37.58578055,22,739,Ferry,134,KETTLE RIVER-Ferry,1,0,0,0,0,0,1,20.14230604,11,0,0,0,1
135,-118.32985,48.2156,288.6330638,995.9978903,9,877,Grant,135,FRANKLIN D. ROOSEVELT LAKE-Lincoln,1,0,0,0,0,70,0,58.62534059,42,1,0,0,0
136,-119.12458,48.60718,0.085,1.801437839,10,808,Okanogan,136,ROUND LAKE-Okanogan,1,0,0,0,1,0,0,6.178880811,11,0,0,0,1
137,-119.27989,46.87858,0.12990024,7.562366366,11,236,Adams,137,HAMPTON LAKE-Adams,1,0,0,0,0,0,0,20.98228282,11,0,0,0,1
138,-119.27989,46.87858,0.12990024,7.562366366,11,236,Adams,138,SHINER LAKE-Adams,1,0,0,0,0,0,0,20.98228282,11,0,0,0,1
139,-121.46053,47.04638,0.07,1.614649346,5,1259,Pierce,139,GREENWATER RIVER-King,1,0,0,0,0,0,1,6.102800892,11,0,0,0,1
140,-122.77751,46.99527,1.03,10.49509633,42,52,Thurston,140,LONG LAKE-Thurston,1,0,0,0,0,0,0,10.34112569,11,0,0,0,1
141,-122.78683,46.2946,8.05,39.36865661,22,143,Cowlitz,141,SILVER LAKE-Cowlitz,1,0,0,0,0,0,0,13.87562823,11,0,0,0,1
142,-118.6814,47.99422,8.97047743,50.93898763,13,384,Ferry,142,SANPOIL RIVER-Ferry,1,0,0,0,0,0,1,17.00758032,11,0,0,0,1
143,-117.7292,47.10378,0.042,1.658522866,18,540,Whitman,143,SNAKE RIVER-Asotin,1,0,0,0,1,0,1,8.092762928,11,0,0,0,1
144,-119.35817,46.66151,0.722,23.53969726,14,222,Franklin,144,COLUMBIA RIVER-Franklin,1,0,0,0,1,0,1,27.70334908,11,0,0,0,1
145,-119.44816,47.56175,2.162,18.35422594,10,339,Grant,145,BLUE LAKE-Grant,1,0,0,0,1,0,0,12.48269125,52,0,0,1,0
146,-118.32985,48.2156,288.6330638,995.9978903,9,877,Grant,146,FRANKLIN D ROOSEVELT LAKE-Stevens,1,0,0,0,1,70,0,58.62534059,42,1,0,0,0
147,-120.54422,46.32326,0.07605457,8.042374034,22,239,Yakima,147,MUD LAKE-Yakima,1,0,0,0,0,0,0,29.16228902,82,0,1,0,0
148,-122.49405,45.80476,0.10287479,1.709393585,46,196,Clark,148,BATTLE GROUND LAKE-Clark,1,0,0,0,0,0,0,5.329513773,11,0,0,0,1
149,-120.24588,48.45704,0.648,8.293417172,8,749,Okanogan,149,PATTERSON LAKE-Okanogan,1,0,0,0,0,0,0,10.30258031,11,0,0,0,1
150,-118.259,46.68655,0.05,1.490510535,13,361,Franklin,150,WINN LAKE-Whitman,1,0,0,0,0,0,0,6.665765756,11,0,0,0,1
151,-118.60565,45.99384,0.047,1.839310887,15,158,Walla Walla,151,MILL CREEK LAKE-Walla Walla,1,0,0,0,0,0,1,8.484108473,95,0,0,0,1
152,-122.76893,45.81174,0.07370556,3.452106874,28,6,Clark,152,WIDGEON LAKE-Clark,1,0,0,0,0,33,0,12.71551948,95,0,0,0,1
153,-122.76893,45.81174,0.07370556,3.452106874,28,6,Clark,153,CAMPBELL LAKE-Clark,1,0,0,0,0,33,0,12.71551948,95,0,0,0,1
154,-118.06558,47.25994,7.12286431,40.3816262,17,572,Lincoln,154,SPRAGUE LAKE-Lincoln,1,0,0,0,1,0,0,15.1306111,11,0,0,0,1
155,-119.2067,48.98742,0.081,2.203740153,5,1139,Okanogan,155,SIDLEY LAKE-Okanogan,1,1,1,1,0,0,0,7.743153617,11,0,0,0,1
156,-119.58723,46.97893,0.057,2.50468033,15,340,Grant,156,FRENCHMAN HILLS LAKE-Grant,1,0,0,0,0,0,0,10.49095145,11,0,0,0,1
157,-119.05435,48.80019,0.613,7.244080054,6,1112,Okanogan,157,BONAPARTE LAKE-Okanogan,1,1,1,1,1,0,0,9.252370256,11,0,0,0,1
158,-119.55255,48.81031,1.268,15.75477422,14,456,Okanogan,158,WHITESTONE LAKE-Okanogan,1,0,0,0,0,0,0,13.99112243,81,0,1,0,0
159,-119.69789,48.91431,0.59729805,8.616083888,10,971,Okanogan,159,PALMER LAKE-Okanogan,1,0,0,0,0,0,0,11.14844692,52,0,0,1,0
160,-120.18979,48.44923,0.077,2.129007005,21,574,Okanogan,160,BIG TWIN LAKE-Okanogan,1,0,0,0,0,0,0,7.672408677,11,0,0,0,1
161,-118.17083,47.88643,25.50927646,171.0442456,11,509,Lincoln,161,COLUMBIA RIVER-Lincoln,1,0,0,0,0,25,1,33.86564859,52,0,0,1,0
162,-118.17083,47.88643,25.50927646,171.0442456,11,509,Lincoln,162,SPOKANE RIVER ARM-Lincoln,1,0,0,0,0,25,1,33.86564859,52,0,0,1,0
163,-117.55769,48.72777,0.33749842,6.255571073,12,1058,Pend Oreille,163,BIG MEADOW LAKE-Pend Oreille,1,1,0,1,1,0,0,10.76790191,11,0,0,0,1
164,-121.77459,47.43044,0.436,5.094844288,22,315,King,164,RATTLESNAKE LAKE-King,1,0,0,0,0,0,0,7.715919193,11,0,0,0,1
165,-121.81748,47.5327,0.21992795,7.912033562,42,127,King,165,LAKE BORST-King,1,0,0,0,1,64,0,16.87127513,90,0,0,0,1
166,-118.06558,47.25994,7.12286431,40.3816262,17,572,Lincoln,166,SPRAGUE LAKE-Adams,1,0,0,0,1,0,0,15.1306111,11,0,0,0,1
167,-117.78968,48.18393,1.9,8.47423569,9,591,Stevens,167,WAITTS LAKE-Stevens,1,0,0,0,1,0,0,6.147856731,11,0,0,0,1
168,-117.535,48.96936,0.134,2.110230006,16,785,Stevens,168,PEND OREILLE RIVER-Stevens,1,0,0,0,0,0,1,5.764709075,11,0,0,0,1
169,-120.19347,47.67196,29.01939712,174.5300238,35,342,Chelan,169,COLUMBIA RIVER-Chelan,1,0,0,0,1,0,1,32.39857844,52,0,0,1,0
170,-122.44806,47.11013,1.006,11.22461406,42,104,Pierce,170,TULE LAKE-Pierce,1,0,0,0,0,0,0,11.191091,11,0,0,0,1
